File,Line,Symbol,Type,Issue,Details
D:\Development\neuron\engine\synapse_models.py,200,STDPSynapse.pre_spike,method,outdated_params,Missing documentation for: spike_time
D:\Development\neuron\engine\synapse_models.py,211,STDPSynapse.post_spike,method,outdated_params,Missing documentation for: spike_time
D:\Development\neuron\engine\synapse_models.py,222,STDPSynapse.compute_current,method,outdated_params,"Missing documentation for: current_time, spike_time"
D:\Development\neuron\engine\synapse_models.py,222,STDPSynapse.compute_current,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\engine\synapse_models.py,285,STPSynapse.pre_spike,method,outdated_params,Missing documentation for: spike_time
D:\Development\neuron\engine\synapse_models.py,303,STPSynapse.compute_current,method,outdated_params,"Missing documentation for: current_time, spike_time"
D:\Development\neuron\engine\synapse_models.py,303,STPSynapse.compute_current,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\engine\synapse_models.py,374,NeuromodulatorySynapse.update_neuromodulator,method,outdated_params,Missing documentation for: level
D:\Development\neuron\engine\synapse_models.py,383,NeuromodulatorySynapse.pre_spike,method,outdated_params,Missing documentation for: spike_time
D:\Development\neuron\engine\synapse_models.py,393,NeuromodulatorySynapse.post_spike,method,outdated_params,Missing documentation for: spike_time
D:\Development\neuron\engine\synapse_models.py,403,NeuromodulatorySynapse.step,method,outdated_params,Missing documentation for: dt
D:\Development\neuron\engine\synapse_models.py,418,NeuromodulatorySynapse.compute_current,method,outdated_params,"Missing documentation for: current_time, spike_time"
D:\Development\neuron\engine\synapse_models.py,418,NeuromodulatorySynapse.compute_current,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\examples\engine_demo.py,20,demo_basic_network,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\examples\engine_demo.py,68,demo_event_driven,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\examples\engine_demo.py,119,demo_plasticity,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\examples\engine_demo.py,179,demo_neuron_models,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\examples\engine_demo.py,217,visualize_results,function,outdated_params,Missing documentation for: results
D:\Development\neuron\examples\pattern_completion_demo.py,50,PatternCompletionTask.generate_patterns,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\examples\pattern_completion_demo.py,167,PatternCompletionTask.visualize_pattern,method,outdated_params,"Missing documentation for: ax, title, pattern"
D:\Development\neuron\examples\pattern_completion_demo.py,167,PatternCompletionTask.visualize_pattern,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\examples\pattern_completion_demo.py,187,test_pattern_completion,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\examples\sequence_learning_demo.py,62,SequenceLearningTask.generate_sequences,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\examples\sequence_learning_demo.py,152,SequenceLearningTask.visualize_sequence,method,outdated_params,"Missing documentation for: title, sequence, fig"
D:\Development\neuron\examples\sequence_learning_demo.py,152,SequenceLearningTask.visualize_sequence,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\examples\sequence_learning_demo.py,493,test_temporal_learning_dynamics,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\examples\test_learning.py,265,test_custom_plasticity,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\examples\test_learning.py,270,calcium_plasticity,function,outdated_params,"Missing documentation for: pre_activity, kwargs, post_activity, state, current_weight, config"
D:\Development\neuron\examples\test_learning.py,270,calcium_plasticity,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\audit_docstrings.py,47,DocstringParser.parse_google_style,method,outdated_params,Missing documentation for: docstring
D:\Development\neuron\scripts\audit_docstrings.py,47,DocstringParser.parse_google_style,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\audit_docstrings.py,76,DocstringParser.parse_numpy_style,method,outdated_params,Missing documentation for: docstring
D:\Development\neuron\scripts\audit_docstrings.py,76,DocstringParser.parse_numpy_style,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\audit_docstrings.py,105,DocstringParser.parse_sphinx_style,method,outdated_params,Missing documentation for: docstring
D:\Development\neuron\scripts\audit_docstrings.py,105,DocstringParser.parse_sphinx_style,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\audit_docstrings.py,124,DocstringParser.parse_docstring,method,outdated_params,Missing documentation for: docstring
D:\Development\neuron\scripts\audit_docstrings.py,124,DocstringParser.parse_docstring,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\audit_docstrings.py,156,DocstringAuditor.is_public,method,outdated_params,Missing documentation for: name
D:\Development\neuron\scripts\audit_docstrings.py,156,DocstringAuditor.is_public,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\audit_docstrings.py,160,DocstringAuditor.has_return_statement,method,outdated_params,Missing documentation for: node
D:\Development\neuron\scripts\audit_docstrings.py,160,DocstringAuditor.has_return_statement,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\audit_docstrings.py,169,DocstringAuditor.get_function_params,method,outdated_params,Missing documentation for: node
D:\Development\neuron\scripts\audit_docstrings.py,169,DocstringAuditor.get_function_params,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\audit_docstrings.py,191,DocstringAuditor.check_function_docstring,method,outdated_params,"Missing documentation for: node, symbol_type"
D:\Development\neuron\scripts\audit_docstrings.py,263,DocstringAuditor.visit_ClassDef,method,outdated_params,Missing documentation for: node
D:\Development\neuron\scripts\audit_docstrings.py,283,DocstringAuditor.visit_FunctionDef,method,outdated_params,Missing documentation for: node
D:\Development\neuron\scripts\audit_docstrings.py,291,DocstringAuditor.visit_AsyncFunctionDef,method,outdated_params,Missing documentation for: node
D:\Development\neuron\scripts\audit_docstrings.py,300,audit_file,function,outdated_params,Missing documentation for: file_path
D:\Development\neuron\scripts\audit_docstrings.py,300,audit_file,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\audit_docstrings.py,315,find_python_files,function,outdated_params,"Missing documentation for: root_dir, exclude_dirs"
D:\Development\neuron\scripts\audit_docstrings.py,315,find_python_files,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\audit_docstrings.py,330,generate_report,function,outdated_params,"Missing documentation for: issues, output_format"
D:\Development\neuron\scripts\audit_docstrings.py,330,generate_report,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\check_quality.py,21,run_command,function,outdated_params,"Missing documentation for: check, cmd"
D:\Development\neuron\scripts\check_quality.py,21,run_command,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\check_quality.py,37,print_section,function,outdated_params,Missing documentation for: title
D:\Development\neuron\scripts\check_quality.py,44,print_result,function,outdated_params,"Missing documentation for: success, name, details"
D:\Development\neuron\scripts\check_quality.py,52,check_ruff,function,outdated_params,Missing documentation for: fix
D:\Development\neuron\scripts\check_quality.py,52,check_ruff,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\check_quality.py,69,check_black,function,outdated_params,Missing documentation for: fix
D:\Development\neuron\scripts\check_quality.py,69,check_black,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\check_quality.py,87,check_isort,function,outdated_params,Missing documentation for: fix
D:\Development\neuron\scripts\check_quality.py,87,check_isort,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\check_quality.py,105,check_flake8,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\check_quality.py,124,check_mypy,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\check_quality.py,139,run_tests,function,outdated_params,Missing documentation for: coverage
D:\Development\neuron\scripts\check_quality.py,139,run_tests,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\check_quality.py,171,check_all,function,outdated_params,Missing documentation for: args
D:\Development\neuron\scripts\check_quality.py,171,check_all,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\gpu_optimization.py,82,GPUOptimizer.get_system_info,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\gpu_optimization.py,103,GPUOptimizer.calculate_network_capacity,method,outdated_params,Missing documentation for: target_neurons
D:\Development\neuron\scripts\gpu_optimization.py,103,GPUOptimizer.calculate_network_capacity,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\gpu_optimization.py,150,GPUOptimizer.create_gpu_network,method,outdated_params,Missing documentation for: network_config
D:\Development\neuron\scripts\gpu_optimization.py,150,GPUOptimizer.create_gpu_network,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\gpu_optimization.py,165,GPUOptimizer.adjust_network_config,method,outdated_params,"Missing documentation for: capacity, config"
D:\Development\neuron\scripts\gpu_optimization.py,165,GPUOptimizer.adjust_network_config,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\gpu_optimization.py,209,GPUNeuromorphicNetwork.build_from_config,method,outdated_params,Missing documentation for: config
D:\Development\neuron\scripts\gpu_optimization.py,257,GPUNeuromorphicNetwork.run_simulation,method,outdated_params,"Missing documentation for: duration, dt"
D:\Development\neuron\scripts\gpu_optimization.py,257,GPUNeuromorphicNetwork.run_simulation,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\gpu_optimization.py,271,GPUNeuromorphicNetwork.run_large_scale_simulation,method,outdated_params,"Missing documentation for: duration, batch_size, dt"
D:\Development\neuron\scripts\gpu_optimization.py,271,GPUNeuromorphicNetwork.run_large_scale_simulation,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\gpu_optimization.py,329,GPUPerformanceMonitor.get_metrics,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\gpu_optimization.py,447,GPUSensorimotorSystem.run_inference,method,outdated_params,"Missing documentation for: duration, sensory_inputs"
D:\Development\neuron\scripts\gpu_optimization.py,447,GPUSensorimotorSystem.run_inference,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\gpu_optimization.py,470,GPUSensorimotorSystem.get_performance_summary,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\jetson_optimization.py,69,JetsonOptimizer.get_system_info,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\jetson_optimization.py,82,JetsonOptimizer.get_temperature,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\jetson_optimization.py,91,JetsonOptimizer.get_power_consumption,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\jetson_optimization.py,103,JetsonOptimizer.optimize_network_size,method,outdated_params,"Missing documentation for: target_neurons, target_synapses"
D:\Development\neuron\scripts\jetson_optimization.py,103,JetsonOptimizer.optimize_network_size,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\jetson_optimization.py,126,JetsonOptimizer.create_jetson_network,method,outdated_params,Missing documentation for: network_config
D:\Development\neuron\scripts\jetson_optimization.py,126,JetsonOptimizer.create_jetson_network,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\jetson_optimization.py,145,JetsonOptimizer.adjust_network_config,method,outdated_params,"Missing documentation for: optimizer, config"
D:\Development\neuron\scripts\jetson_optimization.py,145,JetsonOptimizer.adjust_network_config,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\jetson_optimization.py,186,JetsonNeuromorphicNetwork.build_from_config,method,outdated_params,Missing documentation for: config
D:\Development\neuron\scripts\jetson_optimization.py,234,JetsonNeuromorphicNetwork.run_simulation,method,outdated_params,"Missing documentation for: duration, dt"
D:\Development\neuron\scripts\jetson_optimization.py,234,JetsonNeuromorphicNetwork.run_simulation,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\jetson_optimization.py,273,JetsonPerformanceMonitor.get_metrics,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\jetson_optimization.py,392,JetsonSensorimotorSystem.run_inference,method,outdated_params,"Missing documentation for: duration, sensory_inputs"
D:\Development\neuron\scripts\jetson_optimization.py,392,JetsonSensorimotorSystem.run_inference,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\jetson_optimization.py,413,JetsonSensorimotorSystem.get_performance_summary,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\jetson_optimization.py,435,create_jetson_deployment_script,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\run_tests.py,16,run_command,function,outdated_params,"Missing documentation for: cwd, cmd"
D:\Development\neuron\scripts\run_tests.py,16,run_command,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\run_tests.py,34,run_tests,function,outdated_params,Missing documentation for: verbose
D:\Development\neuron\scripts\run_tests.py,34,run_tests,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\run_tests.py,89,run_linting,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\run_tests.py,136,generate_coverage_report,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\scripts\run_tests.py,159,main,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\test_memory_subsystem.py,13,test_memory_subsystem,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\tests\test_integration.py,51,TestPatternLearning.generate_pattern,method,outdated_params,Missing documentation for: pattern_id
D:\Development\neuron\tests\test_integration.py,51,TestPatternLearning.generate_pattern,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\tests\test_integration.py,214,TestSequenceLearning.create_sequence,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\tests\test_learning.py,611,TestCustomPlasticityRule.test_custom_function_execution,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\tests\test_learning.py,613,TestCustomPlasticityRule.custom_rule,method,missing,No docstring found
D:\Development\neuron\tests\test_learning.py,627,TestCustomPlasticityRule.test_state_persistence,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\tests\test_learning.py,629,TestCustomPlasticityRule.stateful_rule,method,missing,No docstring found
D:\Development\neuron\tests\test_learning.py,692,TestPlasticityManager.test_add_custom_rule,method,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\tests\test_learning.py,695,TestPlasticityManager.my_rule,method,missing,No docstring found
D:\Development\neuron\verify_installation.py,12,check_module,function,outdated_params,Missing documentation for: module_name
D:\Development\neuron\verify_installation.py,12,check_module,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\verify_installation.py,23,check_data_files,function,missing_return,Function returns a value but no Returns section in docstring
D:\Development\neuron\verify_installation.py,48,main,function,missing_return,Function returns a value but no Returns section in docstring
